,name,pts,source,week,year
3962,Melvin Gordon,2.09,CBS,15,2015
3963,Roy Helu,2.02,CBS,15,2015
3964,Jonathan Grimes,2.01,CBS,15,2015
3965,Frank Gore,1.99,CBS,15,2015
3966,Andre Ellington,1.99,CBS,15,2015
3967,C.J. Anderson,1.93,CBS,15,2015
3968,Kyle Juszczyk,1.85,CBS,15,2015
3969,James White,1.82,CBS,15,2015
3970,Chris Ivory,1.76,CBS,15,2015
3971,Marshawn Lynch,1.75,CBS,15,2015
3972,DeAngelo Williams,1.69,CBS,15,2015
3973,Ameer Abdullah,1.66,CBS,15,2015
3974,Charcandrick West,1.53,CBS,15,2015
3975,Benny Cunningham,1.52,CBS,15,2015
3976,Jeremy Langford,1.49,CBS,15,2015
3977,Ronnie Hillman,1.47,CBS,15,2015
3978,Chris Johnson,1.42,CBS,15,2015
3979,Karlos Williams,1.41,CBS,15,2015
3980,LeGarrette Blount,1.37,CBS,15,2015
3981,Jonathan Stewart,1.32,CBS,15,2015
3982,David Johnson,1.3,CBS,15,2015
3983,Mike Tolbert,1.29,CBS,15,2015
3984,Eddie Lacy,1.26,CBS,15,2015
3985,Bruce Miller,1.24,CBS,15,2015
3986,Matt Jones,1.24,CBS,15,2015
3987,Carlos Hyde,1.23,CBS,15,2015
3988,Chris Polk,1.23,CBS,15,2015
3989,Isaiah Crowell,1.22,CBS,15,2015
3990,Joique Bell,1.18,CBS,15,2015
3991,Orleans Darkwa,1.17,CBS,15,2015
3992,Jeremy Hill,1.15,CBS,15,2015
3993,Denard Robinson,1.11,CBS,15,2015
3994,Antonio Andrews,1.09,CBS,15,2015
3995,Matt Asiata,1.09,CBS,15,2015
3996,Taiwan Jones,1.09,CBS,15,2015
3997,Ahmad Bradshaw,1.07,CBS,15,2015
3998,Donald Brown,1.07,CBS,15,2015
3999,David Cobb,1.07,CBS,15,2015
4000,Alfred Blue,1.06,CBS,15,2015
4001,Alfred Morris,1.04,CBS,15,2015
4002,Brandon Bolden,1.02,CBS,15,2015
4003,Jay Ajayi,0.974,CBS,15,2015
4004,Tommy Bohanon,0.963,CBS,15,2015
4005,Knile Davis,0.89,CBS,15,2015
4006,John Kuhn,0.872,CBS,15,2015
4007,Stevan Ridley,0.841,CBS,15,2015
4008,Anthony Dixon,0.819,CBS,15,2015
4009,Jordan Todman,0.815,CBS,15,2015
4010,Thomas Rawls,0.812,CBS,15,2015
4011,Tyler Clutts,0.812,CBS,15,2015
4012,Shaun Draughn,0.812,CBS,15,2015
4013,Patrick DiMarco,0.79,CBS,15,2015
4014,Andre Williams,0.734,CBS,15,2015
4015,Tre Mason,0.731,CBS,15,2015
4016,Fozzy Whittaker,0.73,CBS,15,2015
4017,Jamize Olawale,0.728,CBS,15,2015
4018,Trey Williams,0.694,CBS,15,2015
4019,Tevin Coleman,0.678,CBS,15,2015
4020,Anthony Sherman,0.665,CBS,15,2015
4021,Bishop Sankey,0.627,CBS,15,2015
4022,Austin Johnson,0.603,CBS,15,2015
4023,Zach Line,0.582,CBS,15,2015
4024,Javorius Allen,0.578,CBS,15,2015
4025,Jerome Felton,0.567,CBS,15,2015
4026,Jerick McKinnon,0.511,CBS,15,2015
4027,Will Johnson,0.483,CBS,15,2015
4028,Rod Smith,0.48,CBS,15,2015
4029,Darrel Young,0.448,CBS,15,2015
4030,Jalston Fowler,0.3,CBS,15,2015
4031,Derrick Coleman,0.256,CBS,15,2015
4032,Fred Jackson,0.109,CBS,15,2015
4033,Isaiah Pead,0.054,CBS,15,2015
4034,Damien Williams,0.051,CBS,15,2015
4035,Terron Ward,0.044,CBS,15,2015
4036,Bobby Rainey,0.04,CBS,15,2015
4037,Toby Gerhart,0.038,CBS,15,2015
4038,Raheem Mostert,0.037,CBS,15,2015
4039,Mike James,0.036,CBS,15,2015
4040,Glenn Winston,0.036,CBS,15,2015
4041,Rex Burkhead,0.035,CBS,15,2015
4042,Jonas Gray,0.034,CBS,15,2015
4043,Josh Robinson,0.034,CBS,15,2015
4044,Terrance West,0.032,CBS,15,2015
4045,Jay Prosch,0.029,CBS,15,2015
4046,Kenjon Barner,0.028,CBS,15,2015
4047,Bernard Pierce,0.026,CBS,15,2015
4048,Kendall Gaskins,0.024,CBS,15,2015
4049,Cameron Artis-Payne,0.024,CBS,15,2015
4050,Jorvorskie Lane,0.023,CBS,15,2015
4051,Travaris Cadet,0.021,CBS,15,2015
4052,Stepfan Taylor,0.019,CBS,15,2015
4053,Spencer Ware,0.015,CBS,15,2015
4054,Michael Burton,0.013,CBS,15,2015
4055,Juwan Thompson,0.012,CBS,15,2015
4056,Aaron Ripkowski,0.012,CBS,15,2015
4057,Ka'Deem Carey,0.011,CBS,15,2015
4058,Will Tukuafu,0.01,CBS,15,2015
4059,Roosevelt Nix,0.009,CBS,15,2015
4060,Nikita Whitlock,0.008,CBS,15,2015
4061,Cedric Peerman,0.003,CBS,15,2015
4062,Bryce Brown,0,CBS,15,2015
4063,Chase Reynolds,0,CBS,15,2015
4064,Christine Michael,0,CBS,15,2015
4065,Tim Hightower,0,CBS,15,2015
4066,Alonzo Harris,0,CBS,15,2015
4067,Pierre Thomas,0,CBS,15,2015
4068,Jarryd Hayne,0,CBS,15,2015
4069,LaMichael James,0,CBS,15,2015
4070,Marcus Murphy,0,CBS,15,2015
4071,Antone Smith,0,CBS,15,2015
4072,Fitzgerald Toussaint,0,CBS,15,2015
4073,Terrence Magee,0,CBS,15,2015
4074,Robert Turbin,0,CBS,15,2015
4075,George Winn,0,CBS,15,2015
4076,Brandon Wegher,0,CBS,15,2015
4077,Dri Archer,0,CBS,15,2015
4078,Dan Herron,0,CBS,15,2015
4079,Joe Banyard,0,CBS,15,2015
4080,Marcus Thigpen,0,CBS,15,2015
4081,Matt Forte,4.99,CBS,16,2015
4082,Danny Woodhead,4.75,CBS,16,2015
4083,Theo Riddick,4.06,CBS,16,2015
4084,Shane Vereen,3.74,CBS,16,2015
4085,Devonta Freeman,3.71,CBS,16,2015
4086,DeMarco Murray,3.51,CBS,16,2015
4087,T.J. Yeldon,3.39,CBS,16,2015
4088,Mark Ingram,3.34,CBS,16,2015
4089,Duke Johnson,3.34,CBS,16,2015
4090,Darren Sproles,3.31,CBS,16,2015
4091,Lamar Miller,3.1,CBS,16,2015
4092,James Starks,3.01,CBS,16,2015
4093,Giovani Bernard,2.99,CBS,16,2015
4094,Justin Forsett,2.97,CBS,16,2015
4095,C.J. Spiller,2.94,CBS,16,2015
4096,Latavius Murray,2.65,CBS,16,2015
4097,Ryan Mathews,2.6,CBS,16,2015
4098,Chris Thompson,2.57,CBS,16,2015
4099,Darren McFadden,2.49,CBS,16,2015
4100,Marcel Reece,2.46,CBS,16,2015
4101,Charles Sims,2.45,CBS,16,2015
4102,LeSean McCoy,2.41,CBS,16,2015
4103,Dexter McCluster,2.4,CBS,16,2015
4104,Adrian Peterson,2.27,CBS,16,2015
4105,Bilal Powell,2.26,CBS,16,2015
4106,Melvin Gordon,2.23,CBS,16,2015
4107,Roy Helu,2.2,CBS,16,2015
4108,Rashad Jennings,2.19,CBS,16,2015
4109,Marshawn Lynch,2.12,CBS,16,2015
4110,Frank Gore,2.1,CBS,16,2015
4111,Doug Martin,2.08,CBS,16,2015
4112,Todd Gurley,2.06,CBS,16,2015
4113,Kyle Juszczyk,2.03,CBS,16,2015
4114,Jonathan Grimes,2,CBS,16,2015
4115,Andre Ellington,1.91,CBS,16,2015
4116,DeAngelo Williams,1.81,CBS,16,2015
4117,C.J. Anderson,1.79,CBS,16,2015
4118,James White,1.76,CBS,16,2015
4119,Ameer Abdullah,1.66,CBS,16,2015
4120,Jeremy Langford,1.61,CBS,16,2015
4121,Chris Ivory,1.53,CBS,16,2015
4122,Bruce Miller,1.42,CBS,16,2015
4123,Carlos Hyde,1.41,CBS,16,2015
4124,Jonathan Stewart,1.37,CBS,16,2015
4125,Ronnie Hillman,1.37,CBS,16,2015
4126,Chris Johnson,1.36,CBS,16,2015
4127,Charcandrick West,1.35,CBS,16,2015
4128,Benny Cunningham,1.35,CBS,16,2015
4129,Mike Tolbert,1.33,CBS,16,2015
4130,Matt Jones,1.33,CBS,16,2015
4131,Karlos Williams,1.32,CBS,16,2015
4132,LeGarrette Blount,1.32,CBS,16,2015
4133,David Johnson,1.24,CBS,16,2015
4134,Chris Polk,1.23,CBS,16,2015
4135,Orleans Darkwa,1.21,CBS,16,2015
4136,Denard Robinson,1.18,CBS,16,2015
4137,Taiwan Jones,1.18,CBS,16,2015
4138,Joique Bell,1.18,CBS,16,2015
4139,Donald Brown,1.14,CBS,16,2015
4140,Matt Asiata,1.13,CBS,16,2015
4141,Ahmad Bradshaw,1.13,CBS,16,2015
4142,Isaiah Crowell,1.12,CBS,16,2015
4143,Eddie Lacy,1.12,CBS,16,2015
4144,Alfred Morris,1.12,CBS,16,2015
4145,Antonio Andrews,1.1,CBS,16,2015
4146,David Cobb,1.07,CBS,16,2015
4147,Alfred Blue,1.05,CBS,16,2015
4148,Jeremy Hill,1.04,CBS,16,2015
4149,Brandon Bolden,0.984,CBS,16,2015
4150,Thomas Rawls,0.982,CBS,16,2015
4151,Shaun Draughn,0.926,CBS,16,2015
4152,Jay Ajayi,0.904,CBS,16,2015
4153,Jordan Todman,0.874,CBS,16,2015
4154,Tommy Bohanon,0.835,CBS,16,2015
4155,Tyler Clutts,0.806,CBS,16,2015
4156,Jamize Olawale,0.792,CBS,16,2015
4157,Knile Davis,0.784,CBS,16,2015
4158,John Kuhn,0.776,CBS,16,2015
4159,Patrick DiMarco,0.774,CBS,16,2015
4160,Anthony Dixon,0.767,CBS,16,2015
4161,Andre Williams,0.765,CBS,16,2015
4162,Fozzy Whittaker,0.758,CBS,16,2015
4163,Stevan Ridley,0.729,CBS,16,2015
4164,Trey Williams,0.689,CBS,16,2015
4165,Tevin Coleman,0.665,CBS,16,2015
4166,Tre Mason,0.652,CBS,16,2015
4167,Javorius Allen,0.635,CBS,16,2015
4168,Bishop Sankey,0.63,CBS,16,2015
4169,Zach Line,0.604,CBS,16,2015
4170,Anthony Sherman,0.586,CBS,16,2015
4171,Austin Johnson,0.576,CBS,16,2015
4172,Jerome Felton,0.531,CBS,16,2015
4173,Jerick McKinnon,0.53,CBS,16,2015
4174,Will Johnson,0.518,CBS,16,2015
4175,Darrel Young,0.482,CBS,16,2015
4176,Rod Smith,0.477,CBS,16,2015
4177,Derrick Coleman,0.31,CBS,16,2015
4178,Jalston Fowler,0.302,CBS,16,2015
4179,Fred Jackson,0.132,CBS,16,2015
4180,Isaiah Pead,0.058,CBS,16,2015
4181,Damien Williams,0.048,CBS,16,2015
4182,Terron Ward,0.043,CBS,16,2015
4183,Raheem Mostert,0.04,CBS,16,2015
4184,Toby Gerhart,0.04,CBS,16,2015
4185,Josh Robinson,0.036,CBS,16,2015
4186,Terrance West,0.035,CBS,16,2015
4187,Bobby Rainey,0.035,CBS,16,2015
4188,Glenn Winston,0.033,CBS,16,2015
4189,Kenjon Barner,0.033,CBS,16,2015
4190,Rex Burkhead,0.032,CBS,16,2015
4191,Mike James,0.031,CBS,16,2015
4192,Jonas Gray,0.031,CBS,16,2015
4193,Jay Prosch,0.029,CBS,16,2015
4194,Bernard Pierce,0.027,CBS,16,2015
4195,Kendall Gaskins,0.027,CBS,16,2015
4196,Cameron Artis-Payne,0.025,CBS,16,2015
4197,Travaris Cadet,0.024,CBS,16,2015
4198,Jorvorskie Lane,0.02,CBS,16,2015
4199,Stepfan Taylor,0.018,CBS,16,2015
4200,Spencer Ware,0.013,CBS,16,2015
4201,Michael Burton,0.013,CBS,16,2015
4202,Will Tukuafu,0.012,CBS,16,2015
4203,Ka'Deem Carey,0.011,CBS,16,2015
4204,Juwan Thompson,0.011,CBS,16,2015
4205,Aaron Ripkowski,0.011,CBS,16,2015
4206,Roosevelt Nix,0.01,CBS,16,2015
4207,Nikita Whitlock,0.008,CBS,16,2015
4208,Cedric Peerman,0.003,CBS,16,2015
4209,Bryce Brown,0,CBS,16,2015
4210,Chase Reynolds,0,CBS,16,2015
4211,Christine Michael,0,CBS,16,2015
4212,Tim Hightower,0,CBS,16,2015
4213,Alonzo Harris,0,CBS,16,2015
4214,Pierre Thomas,0,CBS,16,2015
4215,Jarryd Hayne,0,CBS,16,2015
4216,LaMichael James,0,CBS,16,2015
4217,Marcus Murphy,0,CBS,16,2015
4218,Antone Smith,0,CBS,16,2015
4219,Fitzgerald Toussaint,0,CBS,16,2015
4220,Terrence Magee,0,CBS,16,2015
4221,Robert Turbin,0,CBS,16,2015
4222,George Winn,0,CBS,16,2015
4223,Brandon Wegher,0,CBS,16,2015
4224,Dri Archer,0,CBS,16,2015
4225,Dan Herron,0,CBS,16,2015
4226,Joe Banyard,0,CBS,16,2015
4227,Marcus Thigpen,0,CBS,16,2015
4228,Adrian Peterson,18.0,FFTODAY,1,2015
4229,Jamaal Charles,16.5,FFTODAY,1,2015
4230,Jeremy Hill,16.5,FFTODAY,1,2015
4231,Eddie Lacy,16.5,FFTODAY,1,2015
4232,Marshawn Lynch,16.5,FFTODAY,1,2015
4233,Matt Forte,16.0,FFTODAY,1,2015
4234,Chris Ivory,16.0,FFTODAY,1,2015
4235,C.J. Anderson,15.5,FFTODAY,1,2015
4236,Lamar Miller,15.5,FFTODAY,1,2015
4237,DeMarco Murray,15.5,FFTODAY,1,2015
4238,Doug Martin,15.0,FFTODAY,1,2015
4239,Latavius Murray,15.0,FFTODAY,1,2015
4240,Tevin Coleman,14.5,FFTODAY,1,2015
4241,Frank Gore,14.5,FFTODAY,1,2015
4242,T.J. Yeldon,14.5,FFTODAY,1,2015
4243,Rashad Jennings,13.5,FFTODAY,1,2015
4244,Alfred Morris,13.0,FFTODAY,1,2015
4245,Ryan Mathews,10.5,FFTODAY,1,2015
4246,Isaiah Crowell,9.5,FFTODAY,1,2015
4247,Mark Ingram,9.5,FFTODAY,1,2015
4248,Andre Ellington,9.0,FFTODAY,1,2015
4249,Justin Forsett,9.0,FFTODAY,1,2015
4250,Jonathan Stewart,8.5,FFTODAY,1,2015
4251,Carlos Hyde,8.0,FFTODAY,1,2015
4252,LeSean McCoy,8.0,FFTODAY,1,2015
4253,Alfred Blue,7.5,FFTODAY,1,2015
4254,Benny Cunningham,7.5,FFTODAY,1,2015
4255,DeAngelo Williams,7.5,FFTODAY,1,2015
4256,Melvin Gordon,6.5,FFTODAY,1,2015
4257,Ameer Abdullah,6.0,FFTODAY,1,2015
4258,Joique Bell,6.0,FFTODAY,1,2015
4259,Brandon Bolden,6.0,FFTODAY,1,2015
4260,Dion Lewis,5.5,FFTODAY,1,2015
4261,Shane Vereen,5.5,FFTODAY,1,2015
4262,Matt Jones,5.0,FFTODAY,1,2015
4263,Bishop Sankey,5.0,FFTODAY,1,2015
4264,Danny Woodhead,5.0,FFTODAY,1,2015
4265,Darren McFadden,4.5,FFTODAY,1,2015
4266,Darren Sproles,4.5,FFTODAY,1,2015
4267,Reggie Bush,4.0,FFTODAY,1,2015
4268,Fred Jackson,4.0,FFTODAY,1,2015
4269,Dexter McCluster,4.0,FFTODAY,1,2015
4270,Denard Robinson,4.0,FFTODAY,1,2015
4271,Chris Johnson,3.5,FFTODAY,1,2015
4272,Duke Johnson,3.5,FFTODAY,1,2015
4273,Jerick McKinnon,3.5,FFTODAY,1,2015
4274,Theo Riddick,3.5,FFTODAY,1,2015
4275,Damien Williams,3.5,FFTODAY,1,2015
4276,Giovani Bernard,3.0,FFTODAY,1,2015
4277,Ronnie Hillman,3.0,FFTODAY,1,2015
4278,Khiry Robinson,3.0,FFTODAY,1,2015
4279,James Starks,3.0,FFTODAY,1,2015
4280,Knile Davis,2.5,FFTODAY,1,2015
4281,Anthony Dixon,2.5,FFTODAY,1,2015
4282,Lance Dunbar,2.5,FFTODAY,1,2015
4283,Devonta Freeman,2.5,FFTODAY,1,2015
4284,Jacquizz Rodgers,2.5,FFTODAY,1,2015
4285,De'Anthony Thomas,2.5,FFTODAY,1,2015
4286,Mike Tolbert,2.5,FFTODAY,1,2015
4287,Karlos Williams,2.5,FFTODAY,1,2015
4288,Toby Gerhart,2.0,FFTODAY,1,2015
4289,Taiwan Jones,2.0,FFTODAY,1,2015
4290,Bilal Powell,2.0,FFTODAY,1,2015
4291,Josh Robinson,2.0,FFTODAY,1,2015
4292,Charles Sims,2.0,FFTODAY,1,2015
4293,Javorius Allen,1.5,FFTODAY,1,2015
4294,Jonathan Grimes,1.5,FFTODAY,1,2015
4295,Roy Helu,1.5,FFTODAY,1,2015
4296,Marcel Reece,1.5,FFTODAY,1,2015
4297,Andre Williams,1.5,FFTODAY,1,2015
4298,David Johnson,1.0,FFTODAY,1,2015
4299,Jeremy Langford,1.0,FFTODAY,1,2015
4300,Tre Mason,1.0,FFTODAY,1,2015
4301,Chris Polk,1.0,FFTODAY,1,2015
4302,Zac Stacy,1.0,FFTODAY,1,2015
4303,Matt Forte,17.0,FFTODAY,2,2015
4304,Marshawn Lynch,17.0,FFTODAY,2,2015
4305,DeMarco Murray,17.0,FFTODAY,2,2015
4306,Adrian Peterson,17.0,FFTODAY,2,2015
4307,Ameer Abdullah,16.5,FFTODAY,2,2015
4308,Mark Ingram,16.5,FFTODAY,2,2015
4309,Lamar Miller,16.0,FFTODAY,2,2015
4310,Justin Forsett,15.5,FFTODAY,2,2015
4311,Jeremy Hill,15.5,FFTODAY,2,2015
4312,Eddie Lacy,15.5,FFTODAY,2,2015
4313,C.J. Anderson,15.0,FFTODAY,2,2015
4314,Jamaal Charles,15.0,FFTODAY,2,2015
4315,Carlos Hyde,15.0,FFTODAY,2,2015
4316,Latavius Murray,14.5,FFTODAY,2,2015
4317,Tevin Coleman,14.0,FFTODAY,2,2015
4318,Chris Ivory,14.0,FFTODAY,2,2015
4319,Jonathan Stewart,14.0,FFTODAY,2,2015
4320,Frank Gore,13.5,FFTODAY,2,2015
4321,Alfred Morris,13.5,FFTODAY,2,2015
4322,Rashad Jennings,13.0,FFTODAY,2,2015
4323,Doug Martin,13.0,FFTODAY,2,2015
4324,LeGarrette Blount,12.5,FFTODAY,2,2015
4325,Tre Mason,12.0,FFTODAY,2,2015
4326,Danny Woodhead,11.5,FFTODAY,2,2015
4327,Ryan Mathews,10.5,FFTODAY,2,2015
4328,Isaiah Crowell,8.5,FFTODAY,2,2015
4329,LeSean McCoy,8.5,FFTODAY,2,2015
4330,DeAngelo Williams,8.5,FFTODAY,2,2015
4331,Chris Johnson,8.0,FFTODAY,2,2015
4332,T.J. Yeldon,8.0,FFTODAY,2,2015
4333,Bishop Sankey,7.5,FFTODAY,2,2015
4334,Alfred Blue,6.5,FFTODAY,2,2015
4335,Melvin Gordon,6.5,FFTODAY,2,2015
4336,Shane Vereen,6.5,FFTODAY,2,2015
4337,David Johnson,5.5,FFTODAY,2,2015
4338,Joique Bell,5.0,FFTODAY,2,2015
4339,Giovani Bernard,5.0,FFTODAY,2,2015
4340,Lance Dunbar,5.0,FFTODAY,2,2015
4341,Duke Johnson,5.0,FFTODAY,2,2015
4342,Dion Lewis,5.0,FFTODAY,2,2015
4343,Benny Cunningham,4.5,FFTODAY,2,2015
4344,Ronnie Hillman,4.5,FFTODAY,2,2015
4345,Devonta Freeman,4.0,FFTODAY,2,2015
4346,Fred Jackson,4.0,FFTODAY,2,2015
4347,Darren McFadden,4.0,FFTODAY,2,2015
4348,Darren Sproles,4.0,FFTODAY,2,2015
4349,Denard Robinson,3.5,FFTODAY,2,2015
4350,C.J. Spiller,3.5,FFTODAY,2,2015
4351,Jarryd Hayne,3.0,FFTODAY,2,2015
4352,Matt Jones,3.0,FFTODAY,2,2015
4353,Dexter McCluster,3.0,FFTODAY,2,2015
4354,Jerick McKinnon,3.0,FFTODAY,2,2015
4355,Bilal Powell,3.0,FFTODAY,2,2015
4356,Theo Riddick,3.0,FFTODAY,2,2015
4357,Karlos Williams,3.0,FFTODAY,2,2015
4358,Knile Davis,2.5,FFTODAY,2,2015
4359,Marcel Reece,2.5,FFTODAY,2,2015
4360,Charles Sims,2.5,FFTODAY,2,2015
4361,Damien Williams,2.5,FFTODAY,2,2015
4362,Javorius Allen,2.0,FFTODAY,2,2015
4363,Anthony Dixon,2.0,FFTODAY,2,2015
4364,Jonathan Grimes,2.0,FFTODAY,2,2015
4365,Taiwan Jones,2.0,FFTODAY,2,2015
4366,Chris Polk,2.0,FFTODAY,2,2015
4367,Josh Robinson,2.0,FFTODAY,2,2015
4368,Jacquizz Rodgers,2.0,FFTODAY,2,2015
4369,Mike Tolbert,2.0,FFTODAY,2,2015
4370,Brandon Bolden,1.5,FFTODAY,2,2015
4371,James Starks,1.5,FFTODAY,2,2015
4372,De'Anthony Thomas,1.5,FFTODAY,2,2015
4373,Khiry Robinson,1.0,FFTODAY,2,2015
4374,Andre Williams,1.0,FFTODAY,2,2015
4375,Le'Veon Bell,17.0,FFTODAY,3,2015
4376,Marshawn Lynch,17.0,FFTODAY,3,2015
4377,Adrian Peterson,17.0,FFTODAY,3,2015
4378,Jamaal Charles,16.0,FFTODAY,3,2015
4379,Isaiah Crowell,15.0,FFTODAY,3,2015
4380,Carlos Hyde,15.0,FFTODAY,3,2015
4381,Mark Ingram,15.0,FFTODAY,3,2015
4382,LeSean McCoy,15.0,FFTODAY,3,2015
4383,Latavius Murray,15.0,FFTODAY,3,2015
4384,Jonathan Stewart,15.0,FFTODAY,3,2015
4385,Devonta Freeman,14.5,FFTODAY,3,2015
4386,James Starks,14.5,FFTODAY,3,2015
4387,Jeremy Hill,14.0,FFTODAY,3,2015
4388,LeGarrette Blount,13.5,FFTODAY,3,2015
4389,Melvin Gordon,13.5,FFTODAY,3,2015
4390,Dion Lewis,13.5,FFTODAY,3,2015
4391,Ameer Abdullah,13.0,FFTODAY,3,2015
4392,Frank Gore,13.0,FFTODAY,3,2015
4393,David Johnson,12.5,FFTODAY,3,2015
4394,Alfred Morris,12.5,FFTODAY,3,2015
4395,C.J. Anderson,12.0,FFTODAY,3,2015
4396,Matt Forte,11.0,FFTODAY,3,2015
4397,Justin Forsett,9.0,FFTODAY,3,2015
4398,T.J. Yeldon,8.0,FFTODAY,3,2015
4399,Matt Jones,7.5,FFTODAY,3,2015
4400,Chris Johnson,7.0,FFTODAY,3,2015
4401,DeMarco Murray,7.0,FFTODAY,3,2015
4402,Bishop Sankey,7.0,FFTODAY,3,2015
4403,Danny Woodhead,7.0,FFTODAY,3,2015
4404,Chris Ivory,6.5,FFTODAY,3,2015
4405,Lamar Miller,6.5,FFTODAY,3,2015
4406,Giovani Bernard,6.0,FFTODAY,3,2015
4407,Rashad Jennings,6.0,FFTODAY,3,2015
4408,Doug Martin,6.0,FFTODAY,3,2015
4409,Shane Vereen,6.0,FFTODAY,3,2015
4410,Tre Mason,5.5,FFTODAY,3,2015
4411,Chris Polk,5.5,FFTODAY,3,2015
4412,Bilal Powell,5.5,FFTODAY,3,2015
4413,Ronnie Hillman,5.0,FFTODAY,3,2015
4414,Benny Cunningham,4.5,FFTODAY,3,2015
4415,Lance Dunbar,4.5,FFTODAY,3,2015
4416,Dexter McCluster,4.5,FFTODAY,3,2015
4417,Darren Sproles,4.5,FFTODAY,3,2015
4418,Joique Bell,4.0,FFTODAY,3,2015
4419,C.J. Spiller,4.0,FFTODAY,3,2015
4420,Duke Johnson,3.5,FFTODAY,3,2015
4421,Ryan Mathews,3.5,FFTODAY,3,2015
4422,Darren McFadden,3.5,FFTODAY,3,2015
4423,DeAngelo Williams,3.5,FFTODAY,3,2015
4424,Alfred Blue,3.0,FFTODAY,3,2015
4425,Eddie Lacy,3.0,FFTODAY,3,2015
4426,Jerick McKinnon,3.0,FFTODAY,3,2015
4427,Theo Riddick,3.0,FFTODAY,3,2015
4428,Josh Robinson,3.0,FFTODAY,3,2015
4429,Charles Sims,3.0,FFTODAY,3,2015
4430,Lorenzo Taliaferro,3.0,FFTODAY,3,2015
4431,Karlos Williams,3.0,FFTODAY,3,2015
4432,Knile Davis,2.5,FFTODAY,3,2015
4433,Fred Jackson,2.5,FFTODAY,3,2015
4434,Mike Davis,2.0,FFTODAY,3,2015
4435,Jonathan Grimes,2.0,FFTODAY,3,2015
4436,Todd Gurley,2.0,FFTODAY,3,2015
4437,Marcel Reece,2.0,FFTODAY,3,2015
4438,De'Anthony Thomas,2.0,FFTODAY,3,2015
4439,Mike Tolbert,2.0,FFTODAY,3,2015
4440,Damien Williams,2.0,FFTODAY,3,2015
4441,Jarryd Hayne,1.5,FFTODAY,3,2015
4442,Taiwan Jones,1.5,FFTODAY,3,2015
4443,Jeremy Langford,1.5,FFTODAY,3,2015
4444,Khiry Robinson,1.5,FFTODAY,3,2015
4445,Jacquizz Rodgers,1.5,FFTODAY,3,2015
4446,Andre Williams,1.5,FFTODAY,3,2015
4447,Anthony Dixon,1.0,FFTODAY,3,2015
4448,Toby Gerhart,1.0,FFTODAY,3,2015
4449,Bernard Pierce,1.0,FFTODAY,3,2015
4450,Le'Veon Bell,18.0,FFTODAY,4,2015
4451,Matt Forte,17.5,FFTODAY,4,2015
4452,Latavius Murray,16.5,FFTODAY,4,2015
4453,Jamaal Charles,16.0,FFTODAY,4,2015
4454,Mark Ingram,16.0,FFTODAY,4,2015
4455,Adrian Peterson,16.0,FFTODAY,4,2015
4456,Eddie Lacy,15.5,FFTODAY,4,2015
4457,Melvin Gordon,15.0,FFTODAY,4,2015
4458,Karlos Williams,15.0,FFTODAY,4,2015
4459,Chris Ivory,13.5,FFTODAY,4,2015
4460,Thomas Rawls,13.5,FFTODAY,4,2015
4461,Jonathan Stewart,13.5,FFTODAY,4,2015
4462,Frank Gore,13.0,FFTODAY,4,2015
4463,Chris Johnson,13.0,FFTODAY,4,2015
4464,Jeremy Hill,12.0,FFTODAY,4,2015
4465,Alfred Morris,12.0,FFTODAY,4,2015
4466,Arian Foster,10.5,FFTODAY,4,2015
4467,Devonta Freeman,10.0,FFTODAY,4,2015
4468,Carlos Hyde,8.0,FFTODAY,4,2015
4469,Justin Forsett,7.5,FFTODAY,4,2015
4470,Giovani Bernard,7.0,FFTODAY,4,2015
4471,Isaiah Crowell,7.0,FFTODAY,4,2015
4472,T.J. Yeldon,7.0,FFTODAY,4,2015
4473,Matt Jones,6.5,FFTODAY,4,2015
4474,Lamar Miller,6.5,FFTODAY,4,2015
4475,C.J. Anderson,6.0,FFTODAY,4,2015
4476,Rashad Jennings,6.0,FFTODAY,4,2015
4477,Danny Woodhead,6.0,FFTODAY,4,2015
4478,Ameer Abdullah,5.5,FFTODAY,4,2015
4479,Alfred Blue,5.5,FFTODAY,4,2015
4480,Todd Gurley,5.5,FFTODAY,4,2015
4481,Doug Martin,5.5,FFTODAY,4,2015
4482,DeMarco Murray,5.5,FFTODAY,4,2015
4483,Bilal Powell,5.5,FFTODAY,4,2015
4484,Lance Dunbar,5.0,FFTODAY,4,2015
4485,Charles Sims,5.0,FFTODAY,4,2015
4486,Shane Vereen,5.0,FFTODAY,4,2015
4487,Andre Ellington,4.5,FFTODAY,4,2015
4488,Ronnie Hillman,4.5,FFTODAY,4,2015
4489,Duke Johnson,4.5,FFTODAY,4,2015
4490,Ryan Mathews,4.5,FFTODAY,4,2015
4491,Theo Riddick,4.5,FFTODAY,4,2015
4492,Joique Bell,4.0,FFTODAY,4,2015
4493,C.J. Spiller,4.0,FFTODAY,4,2015
4494,Darren Sproles,4.0,FFTODAY,4,2015
4495,James Starks,4.0,FFTODAY,4,2015
4496,Reggie Bush,3.5,FFTODAY,4,2015
4497,David Johnson,3.5,FFTODAY,4,2015
4498,Tre Mason,3.5,FFTODAY,4,2015
4499,Benny Cunningham,3.0,FFTODAY,4,2015
4500,Fred Jackson,3.0,FFTODAY,4,2015
4501,Chris Polk,3.0,FFTODAY,4,2015
