,name,pts,source,week,year
575,Anthony Sherman,0.5,ESPN,8,2015
576,Fozzy Whittaker,0.4,ESPN,8,2015
577,Stevan Ridley,0.4,ESPN,8,2015
578,Roy Helu,0.3,ESPN,8,2015
579,Terron Ward,0.3,ESPN,8,2015
580,Jonas Gray,0.3,ESPN,8,2015
581,John Kuhn,0.3,ESPN,8,2015
582,Marcus Murphy,0.3,ESPN,8,2015
583,Jay Prosch,0.3,ESPN,8,2015
584,Devonta Freeman,20.3,ESPN,9,2015
585,Jeremy Hill,13.6,ESPN,9,2015
586,Mark Ingram,13.2,ESPN,9,2015
587,Todd Gurley,13,ESPN,9,2015
588,Darren McFadden,12.6,ESPN,9,2015
589,DeAngelo Williams,12.4,ESPN,9,2015
590,Chris Ivory,12.3,ESPN,9,2015
591,Doug Martin,12.2,ESPN,9,2015
592,DeMarco Murray,11.4,ESPN,9,2015
593,LeSean McCoy,11.4,ESPN,9,2015
594,LeGarrette Blount,11.3,ESPN,9,2015
595,Jeremy Langford,11.1,ESPN,9,2015
596,Jonathan Stewart,11.1,ESPN,9,2015
597,Lamar Miller,11,ESPN,9,2015
598,Antonio Andrews,10.2,ESPN,9,2015
599,Giovani Bernard,10.2,ESPN,9,2015
600,Ronnie Hillman,10,ESPN,9,2015
601,Adrian Peterson,9.9,ESPN,9,2015
602,Dion Lewis,9.6,ESPN,9,2015
603,Frank Gore,8.8,ESPN,9,2015
604,Latavius Murray,8.6,ESPN,9,2015
605,Danny Woodhead,8.5,ESPN,9,2015
606,Melvin Gordon,8.4,ESPN,9,2015
607,Eddie Lacy,8.2,ESPN,9,2015
608,C.J. Spiller,7.2,ESPN,9,2015
609,T.J. Yeldon,7.1,ESPN,9,2015
610,C.J. Anderson,6.9,ESPN,9,2015
611,Kendall Gaskins,6,ESPN,9,2015
612,Duke Johnson Jr.,5.7,ESPN,9,2015
613,Rashad Jennings,5.7,ESPN,9,2015
614,Charles Sims,5.5,ESPN,9,2015
615,Antone Smith,5.1,ESPN,9,2015
616,Ryan Mathews,5,ESPN,9,2015
617,Shane Vereen,4.9,ESPN,9,2015
618,Chris Thompson,4.9,ESPN,9,2015
619,Karlos Williams,4.8,ESPN,9,2015
620,Matt Jones,4.8,ESPN,9,2015
621,Isaiah Crowell,4.6,ESPN,9,2015
622,Zac Stacy,4.2,ESPN,9,2015
623,Darren Sproles,4.1,ESPN,9,2015
624,Alfred Morris,4,ESPN,9,2015
625,James Starks,4,ESPN,9,2015
626,Orleans Darkwa,3.1,ESPN,9,2015
627,Marcel Reece,2.9,ESPN,9,2015
628,Ahmad Bradshaw,2.7,ESPN,9,2015
629,Tre Mason,2.7,ESPN,9,2015
630,Jonas Gray,2.2,ESPN,9,2015
631,Shaun Draughn,2.2,ESPN,9,2015
632,Tevin Coleman,1.9,ESPN,9,2015
633,Andre Williams,1.7,ESPN,9,2015
634,Jordan Todman,1.6,ESPN,9,2015
635,Benjamin Cunningham,1.5,ESPN,9,2015
636,Quan Bray,1.5,ESPN,9,2015
637,Denard Robinson,1.3,ESPN,9,2015
638,Jerick McKinnon,1.2,ESPN,9,2015
639,Robert Turbin,1.2,ESPN,9,2015
640,Mike Tolbert,1.1,ESPN,9,2015
641,Tim Hightower,0.9,ESPN,9,2015
642,Fozzy Whittaker,0.5,ESPN,9,2015
643,Will Johnson,0.4,ESPN,9,2015
644,Bishop Sankey,0.4,ESPN,9,2015
645,Ka'Deem Carey,0.4,ESPN,9,2015
646,Donald Brown,0.3,ESPN,9,2015
647,John Kuhn,0.3,ESPN,9,2015
648,Damien Williams,0.3,ESPN,9,2015
649,Stevan Ridley,0.3,ESPN,9,2015
650,Matt Asiata,0.2,ESPN,9,2015
651,Marcus Murphy,0.2,ESPN,9,2015
652,Jamize Olawale,0.2,ESPN,9,2015
653,Bobby Rainey,0.2,ESPN,9,2015
654,Brandon Bolden,0.2,ESPN,9,2015
655,Dri Archer,0.2,ESPN,9,2015
656,Bernard Pierce,0.2,ESPN,9,2015
657,Patrick DiMarco,0.2,ESPN,9,2015
658,Bruce Miller,0.2,ESPN,9,2015
659,Jalston Fowler,0.1,ESPN,9,2015
660,Rex Burkhead,0.1,ESPN,9,2015
661,Darrel Young,0.1,ESPN,9,2015
662,Tommy Bohanon,0.1,ESPN,9,2015
663,Eddie Lacy,21.90,NFL,1,2015
664,Matt Forte,19.50,NFL,1,2015
665,Adrian Peterson,18.60,NFL,1,2015
666,Jamaal Charles,0.00,NFL,1,2015
667,Andre Ellington,15.80,NFL,1,2015
668,Alfred Morris,15.20,NFL,1,2015
669,Rashad Jennings,14.60,NFL,1,2015
670,C.J. Anderson,14.40,NFL,1,2015
671,Jeremy Hill,14.30,NFL,1,2015
672,DeMarco Murray,14.20,NFL,1,2015
673,Alfred Blue,13.60,NFL,1,2015
674,Frank Gore,13.60,NFL,1,2015
675,Ryan Mathews,13.50,NFL,1,2015
676,Lamar Miller,13.50,NFL,1,2015
677,Doug Martin,13.40,NFL,1,2015
678,LeSean McCoy,13.40,NFL,1,2015
679,Darren Sproles,13.40,NFL,1,2015
680,Marshawn Lynch,13.30,NFL,1,2015
681,Chris Ivory,13.20,NFL,1,2015
682,Latavius Murray,12.40,NFL,1,2015
683,T.J. Yeldon,12.40,NFL,1,2015
684,Mark Ingram,12.30,NFL,1,2015
685,Justin Forsett,12.10,NFL,1,2015
686,Melvin Gordon,12.00,NFL,1,2015
687,Shane Vereen,11.90,NFL,1,2015
688,Joseph Randle,-,NFL,1,2015
689,Isaiah Crowell,11.50,NFL,1,2015
690,Tevin Coleman,11.10,NFL,1,2015
691,De'Anthony Thomas,11.10,NFL,1,2015
692,Brandon Bolden,10.40,NFL,1,2015
693,Charles Sims,10.40,NFL,1,2015
694,Bishop Sankey,0.00,NFL,1,2015
695,Zac Stacy,9.50,NFL,1,2015
696,Tre Mason,6.40,NFL,1,2015
697,Dexter McCluster,6.10,NFL,1,2015
698,Denard Robinson,5.80,NFL,1,2015
699,David Johnson,5.60,NFL,1,2015
700,Jonathan Stewart,5.50,NFL,1,2015
701,Carlos Hyde,5.30,NFL,1,2015
702,DeAngelo Williams,5.30,NFL,1,2015
703,Giovani Bernard,4.80,NFL,1,2015
704,Danny Woodhead,4.80,NFL,1,2015
705,Roy Helu,4.60,NFL,1,2015
706,Jacquizz Rodgers,0.00,NFL,1,2015
707,Fozzy Whittaker,4.40,NFL,1,2015
708,Joique Bell,4.20,NFL,1,2015
709,Ameer Abdullah,4.00,NFL,1,2015
710,Jeremy Langford,3.90,NFL,1,2015
711,Devonta Freeman,3.80,NFL,1,2015
712,Theo Riddick,3.80,NFL,1,2015
713,Ronnie Hillman,3.60,NFL,1,2015
714,Chris Polk,3.60,NFL,1,2015
715,Bobby Rainey,3.50,NFL,1,2015
716,Terrance West,3.40,NFL,1,2015
717,Lance Dunbar,0.00,NFL,1,2015
718,Darren McFadden,3.10,NFL,1,2015
719,Dri Archer,-,NFL,1,2015
720,Duke Johnson,3.00,NFL,1,2015
721,Benny Cunningham,2.90,NFL,1,2015
722,Andre Williams,2.80,NFL,1,2015
723,Toby Gerhart,2.70,NFL,1,2015
724,Mike Tolbert,2.70,NFL,1,2015
725,Matt Asiata,2.50,NFL,1,2015
726,James Starks,2.50,NFL,1,2015
727,Ka'Deem Carey,2.30,NFL,1,2015
728,Chris Johnson,2.30,NFL,1,2015
729,Jerick McKinnon,2.20,NFL,1,2015
730,Branden Oliver,0.00,NFL,1,2015
731,Knile Davis,2.00,NFL,1,2015
732,James White,2.00,NFL,1,2015
733,Reggie Bush,0.00,NFL,1,2015
734,Javorius Allen,1.80,NFL,1,2015
735,Christine Michael,-,NFL,1,2015
736,Josh Robinson,1.80,NFL,1,2015
737,Fred Jackson,1.70,NFL,1,2015
738,Dion Lewis,0.00,NFL,1,2015
739,Stepfan Taylor,1.60,NFL,1,2015
740,Cameron Artis-Payne,1.50,NFL,1,2015
741,Bryce Brown,1.50,NFL,1,2015
742,Bilal Powell,1.40,NFL,1,2015
743,Damien Williams,1.40,NFL,1,2015
744,Karlos Williams,1.40,NFL,1,2015
745,LaMichael James,-,NFL,1,2015
746,Matt Jones,1.10,NFL,1,2015
747,Khiry Robinson,0.00,NFL,1,2015
748,Marcel Reece,1.00,NFL,1,2015
749,Donald Brown,0.70,NFL,1,2015
750,Jordan Todman,0.70,NFL,1,2015
751,Rex Burkhead,0.60,NFL,1,2015
752,Bernard Pierce,0.00,NFL,1,2015
753,Anthony Dixon,0.50,NFL,1,2015
754,Jonathan Grimes,0.50,NFL,1,2015
755,Mike James,0.50,NFL,1,2015
756,Cedric Peerman,0.50,NFL,1,2015
757,Eddie Lacy,20.90,NFL,2,2015
758,Matt Forte,19.40,NFL,2,2015
759,Jamaal Charles,0.00,NFL,2,2015
760,Adrian Peterson,15.70,NFL,2,2015
761,Jeremy Hill,15.30,NFL,2,2015
762,C.J. Anderson,14.70,NFL,2,2015
763,DeMarco Murray,14.70,NFL,2,2015
764,T.J. Yeldon,14.30,NFL,2,2015
765,LeSean McCoy,14.10,NFL,2,2015
766,Mark Ingram,13.90,NFL,2,2015
767,C.J. Spiller,13.70,NFL,2,2015
768,Alfred Blue,13.60,NFL,2,2015
769,Chris Ivory,13.20,NFL,2,2015
770,Alfred Morris,13.20,NFL,2,2015
771,David Johnson,13.00,NFL,2,2015
772,Doug Martin,12.90,NFL,2,2015
773,Tre Mason,12.80,NFL,2,2015
774,Justin Forsett,12.60,NFL,2,2015
775,Melvin Gordon,12.50,NFL,2,2015
776,Frank Gore,12.50,NFL,2,2015
777,Ronnie Hillman,12.50,NFL,2,2015
778,Isaiah Crowell,12.10,NFL,2,2015
779,Latavius Murray,12.10,NFL,2,2015
780,Rashad Jennings,11.90,NFL,2,2015
781,Marshawn Lynch,11.80,NFL,2,2015
782,Bishop Sankey,0.00,NFL,2,2015
783,Joseph Randle,-,NFL,2,2015
784,Tevin Coleman,11.20,NFL,2,2015
785,Shane Vereen,11.20,NFL,2,2015
786,LeGarrette Blount,11.00,NFL,2,2015
787,Danny Woodhead,11.00,NFL,2,2015
788,De'Anthony Thomas,10.90,NFL,2,2015
789,Brandon Bolden,10.30,NFL,2,2015
790,Charles Sims,10.30,NFL,2,2015
791,Stepfan Taylor,9.60,NFL,2,2015
792,Christine Michael,-,NFL,2,2015
793,Ryan Mathews,7.40,NFL,2,2015
794,Darren Sproles,7.10,NFL,2,2015
795,Dexter McCluster,6.20,NFL,2,2015
796,Jonathan Stewart,5.90,NFL,2,2015
797,Denard Robinson,5.80,NFL,2,2015
798,DeAngelo Williams,5.50,NFL,2,2015
799,Lamar Miller,5.40,NFL,2,2015
800,Carlos Hyde,5.20,NFL,2,2015
801,Giovani Bernard,4.80,NFL,2,2015
802,Jacquizz Rodgers,0.00,NFL,2,2015
803,Chris Johnson,4.40,NFL,2,2015
804,Fozzy Whittaker,4.40,NFL,2,2015
805,Joique Bell,4.10,NFL,2,2015
806,Ameer Abdullah,4.00,NFL,2,2015
807,Devonta Freeman,3.80,NFL,2,2015
808,Jeremy Langford,3.80,NFL,2,2015
809,Theo Riddick,3.80,NFL,2,2015
810,Roy Helu,3.70,NFL,2,2015
811,Chris Polk,3.70,NFL,2,2015
812,Zac Stacy,3.60,NFL,2,2015
813,Terrance West,3.60,NFL,2,2015
814,Benny Cunningham,3.40,NFL,2,2015
815,Bobby Rainey,3.40,NFL,2,2015
816,Javorius Allen,3.10,NFL,2,2015
817,Dri Archer,-,NFL,2,2015
818,Lance Dunbar,0.00,NFL,2,2015
819,Darren McFadden,3.00,NFL,2,2015
820,Andre Williams,2.90,NFL,2,2015
821,Toby Gerhart,2.70,NFL,2,2015
822,Mike Tolbert,2.70,NFL,2,2015
823,Matt Asiata,2.40,NFL,2,2015
824,Ka'Deem Carey,2.40,NFL,2,2015
825,Branden Oliver,0.00,NFL,2,2015
826,Duke Johnson,2.10,NFL,2,2015
827,Jerick McKinnon,2.10,NFL,2,2015
828,James White,1.90,NFL,2,2015
829,Travaris Cadet,1.80,NFL,2,2015
830,Josh Robinson,1.80,NFL,2,2015
831,James Starks,1.80,NFL,2,2015
832,Fred Jackson,1.60,NFL,2,2015
833,Cameron Artis-Payne,1.50,NFL,2,2015
834,Knile Davis,1.40,NFL,2,2015
835,Bilal Powell,1.40,NFL,2,2015
836,Damien Williams,1.40,NFL,2,2015
837,Karlos Williams,1.30,NFL,2,2015
838,Matt Jones,1.10,NFL,2,2015
839,Khiry Robinson,0.00,NFL,2,2015
840,Marcel Reece,1.00,NFL,2,2015
841,Donald Brown,0.80,NFL,2,2015
842,Rex Burkhead,0.60,NFL,2,2015
843,Jonathan Grimes,0.60,NFL,2,2015
844,Bernard Pierce,0.00,NFL,2,2015
845,Juwan Thompson,0.60,NFL,2,2015
846,Anthony Dixon,0.50,NFL,2,2015
847,Mike James,0.50,NFL,2,2015
848,Dion Lewis,0.00,NFL,2,2015
849,John Kuhn,0.30,NFL,2,2015
850,Eddie Lacy,22.00,NFL,3,2015
851,Matt Forte,18.60,NFL,3,2015
852,Le'Veon Bell,0.00,NFL,3,2015
853,Adrian Peterson,16.80,NFL,3,2015
854,Jamaal Charles,0.00,NFL,3,2015
855,Jeremy Hill,15.50,NFL,3,2015
856,Lamar Miller,15.50,NFL,3,2015
857,LeSean McCoy,15.20,NFL,3,2015
858,Mark Ingram,14.50,NFL,3,2015
859,Frank Gore,14.40,NFL,3,2015
860,David Johnson,14.40,NFL,3,2015
861,T.J. Yeldon,14.10,NFL,3,2015
862,Rashad Jennings,13.80,NFL,3,2015
863,Alfred Blue,13.60,NFL,3,2015
864,Marshawn Lynch,13.30,NFL,3,2015
865,Ronnie Hillman,13.00,NFL,3,2015
866,Chris Ivory,13.00,NFL,3,2015
867,Latavius Murray,12.60,NFL,3,2015
868,Justin Forsett,12.50,NFL,3,2015
869,Melvin Gordon,12.50,NFL,3,2015
870,DeMarco Murray,12.30,NFL,3,2015
871,Carlos Hyde,12.20,NFL,3,2015
872,C.J. Anderson,11.90,NFL,3,2015
873,Isaiah Crowell,11.90,NFL,3,2015
874,Bishop Sankey,0.00,NFL,3,2015
875,Devonta Freeman,11.60,NFL,3,2015
876,Joseph Randle,-,NFL,3,2015
877,C.J. Spiller,11.30,NFL,3,2015
878,LeGarrette Blount,11.10,NFL,3,2015
879,Doug Martin,11.10,NFL,3,2015
880,Alfred Morris,11.00,NFL,3,2015
881,Danny Woodhead,11.00,NFL,3,2015
882,Matt Jones,9.50,NFL,3,2015
883,Dion Lewis,0.00,NFL,3,2015
884,Ryan Mathews,7.10,NFL,3,2015
885,Darren Sproles,7.00,NFL,3,2015
886,Tre Mason,6.70,NFL,3,2015
887,Jonathan Stewart,6.30,NFL,3,2015
888,Dexter McCluster,6.20,NFL,3,2015
889,Denard Robinson,5.70,NFL,3,2015
890,Charles Sims,5.40,NFL,3,2015
891,Shane Vereen,5.10,NFL,3,2015
892,Fozzy Whittaker,4.60,NFL,3,2015
893,Brandon Bolden,4.50,NFL,3,2015
894,Chris Johnson,4.40,NFL,3,2015
895,Jacquizz Rodgers,0.00,NFL,3,2015
896,Giovani Bernard,4.00,NFL,3,2015
897,Joique Bell,3.90,NFL,3,2015
898,Ameer Abdullah,3.80,NFL,3,2015
899,Chris Polk,3.70,NFL,3,2015
900,Jeremy Langford,3.60,NFL,3,2015
901,Theo Riddick,3.60,NFL,3,2015
902,Zac Stacy,3.50,NFL,3,2015
903,Terrance West,3.50,NFL,3,2015
904,Benny Cunningham,3.30,NFL,3,2015
905,Bobby Rainey,3.30,NFL,3,2015
906,Dri Archer,-,NFL,3,2015
907,Lance Dunbar,0.00,NFL,3,2015
908,Darren McFadden,3.00,NFL,3,2015
909,De'Anthony Thomas,3.00,NFL,3,2015
910,Mike Tolbert,2.80,NFL,3,2015
911,Andre Williams,2.80,NFL,3,2015
912,Toby Gerhart,2.70,NFL,3,2015
913,Matt Asiata,2.60,NFL,3,2015
914,Christine Michael,-,NFL,3,2015
915,Knile Davis,2.50,NFL,3,2015
916,Jerick McKinnon,2.30,NFL,3,2015
917,Ka'Deem Carey,2.20,NFL,3,2015
918,Branden Oliver,0.00,NFL,3,2015
919,Duke Johnson,2.10,NFL,3,2015
920,DeAngelo Williams,2.10,NFL,3,2015
921,Josh Robinson,2.00,NFL,3,2015
922,James White,2.00,NFL,3,2015
923,James Starks,1.90,NFL,3,2015
924,Travaris Cadet,1.80,NFL,3,2015
925,Fred Jackson,1.70,NFL,3,2015
926,Cameron Artis-Payne,1.60,NFL,3,2015
927,Stepfan Taylor,1.50,NFL,3,2015
928,Bilal Powell,1.40,NFL,3,2015
929,Damien Williams,1.40,NFL,3,2015
930,Karlos Williams,1.40,NFL,3,2015
931,Khiry Robinson,0.00,NFL,3,2015
932,Roy Helu,1.00,NFL,3,2015
933,Marcel Reece,1.00,NFL,3,2015
934,Donald Brown,0.80,NFL,3,2015
935,Javorius Allen,0.60,NFL,3,2015
936,Jonathan Grimes,0.60,NFL,3,2015
937,Lorenzo Taliaferro,0.00,NFL,3,2015
938,Anthony Dixon,0.50,NFL,3,2015
939,Mike James,0.50,NFL,3,2015
940,Bernard Pierce,0.00,NFL,3,2015
941,Juwan Thompson,0.50,NFL,3,2015
942,John Kuhn,0.40,NFL,3,2015
943,Rex Burkhead,0.00,NFL,3,2015
944,Eddie Lacy,21.80,NFL,4,2015
945,Matt Forte,19.60,NFL,4,2015
946,Le'Veon Bell,0.00,NFL,4,2015
947,Jamaal Charles,0.00,NFL,4,2015
948,Jeremy Hill,16.50,NFL,4,2015
949,Adrian Peterson,16.00,NFL,4,2015
950,Andre Ellington,14.80,NFL,4,2015
951,Mark Ingram,14.70,NFL,4,2015
952,Marshawn Lynch,14.70,NFL,4,2015
953,DeMarco Murray,14.00,NFL,4,2015
954,Alfred Blue,13.70,NFL,4,2015
955,Lamar Miller,13.60,NFL,4,2015
956,C.J. Anderson,13.50,NFL,4,2015
957,Ronnie Hillman,13.40,NFL,4,2015
958,Rashad Jennings,13.10,NFL,4,2015
959,Chris Ivory,13.00,NFL,4,2015
960,Frank Gore,12.90,NFL,4,2015
961,Melvin Gordon,12.70,NFL,4,2015
962,T.J. Yeldon,12.50,NFL,4,2015
963,Justin Forsett,12.40,NFL,4,2015
964,Latavius Murray,12.30,NFL,4,2015
965,Isaiah Crowell,11.90,NFL,4,2015
966,Joseph Randle,-,NFL,4,2015
967,Todd Gurley,11.50,NFL,4,2015
968,Carlos Hyde,11.50,NFL,4,2015
969,C.J. Spiller,11.20,NFL,4,2015
970,Danny Woodhead,11.10,NFL,4,2015
971,Doug Martin,10.80,NFL,4,2015
972,De'Anthony Thomas,10.10,NFL,4,2015
973,Matt Jones,9.40,NFL,4,2015
974,Ryan Mathews,7.50,NFL,4,2015
975,Darren Sproles,7.30,NFL,4,2015
976,Jonathan Stewart,7.20,NFL,4,2015
977,David Johnson,6.20,NFL,4,2015
978,Giovani Bernard,6.00,NFL,4,2015
979,Devonta Freeman,5.60,NFL,4,2015
980,Charles Sims,5.60,NFL,4,2015
981,Lorenzo Taliaferro,0.00,NFL,4,2015
982,Tre Mason,5.50,NFL,4,2015
983,Alfred Morris,4.90,NFL,4,2015
984,Shane Vereen,4.90,NFL,4,2015
985,Roy Helu,4.70,NFL,4,2015
986,Jacquizz Rodgers,0.00,NFL,4,2015
987,Jeremy Langford,3.90,NFL,4,2015
988,Ameer Abdullah,3.70,NFL,4,2015
989,Chris Polk,3.70,NFL,4,2015
990,Theo Riddick,3.50,NFL,4,2015
991,Bobby Rainey,3.40,NFL,4,2015
992,Zac Stacy,3.40,NFL,4,2015
993,Benny Cunningham,3.20,NFL,4,2015
994,Lance Dunbar,0.00,NFL,4,2015
995,Fozzy Whittaker,3.20,NFL,4,2015
996,Darren McFadden,3.10,NFL,4,2015
997,Dri Archer,-,NFL,4,2015
998,Knile Davis,2.90,NFL,4,2015
999,Toby Gerhart,2.80,NFL,4,2015
1000,Mike Tolbert,2.80,NFL,4,2015
1001,Andre Williams,2.80,NFL,4,2015
1002,DeAngelo Williams,2.70,NFL,4,2015
1003,Ka'Deem Carey,2.50,NFL,4,2015
1004,Matt Asiata,2.40,NFL,4,2015
1005,Branden Oliver,0.00,NFL,4,2015
1006,Chris Johnson,2.20,NFL,4,2015
1007,Jerick McKinnon,2.20,NFL,4,2015
1008,Duke Johnson,2.00,NFL,4,2015
1009,Reggie Bush,0.00,NFL,4,2015
1010,Josh Robinson,1.90,NFL,4,2015
1011,James Starks,1.90,NFL,4,2015
1012,Cameron Artis-Payne,1.60,NFL,4,2015
1013,Fred Jackson,1.60,NFL,4,2015
1014,Stepfan Taylor,1.50,NFL,4,2015
1015,Bilal Powell,1.40,NFL,4,2015
1016,Damien Williams,1.40,NFL,4,2015
1017,Karlos Williams,1.40,NFL,4,2015
1018,Marcel Reece,1.10,NFL,4,2015
1019,Khiry Robinson,0.00,NFL,4,2015
1020,Christine Michael,-,NFL,4,2015
1021,Javorius Allen,0.60,NFL,4,2015
1022,Bernard Pierce,0.00,NFL,4,2015
1023,Juwan Thompson,0.60,NFL,4,2015
1024,Anthony Dixon,0.50,NFL,4,2015
1025,John Kuhn,0.30,NFL,4,2015
1026,Rex Burkhead,0.00,NFL,4,2015
1027,Arian Foster,0.00,NFL,4,2015
1028,Jonas Gray,0.00,NFL,4,2015
1029,Taiwan Jones,0.00,NFL,4,2015
1030,Eddie Lacy,20.70,NFL,5,2015
1031,Le'Veon Bell,0.00,NFL,5,2015
1032,Matt Forte,19.40,NFL,5,2015
1033,Devonta Freeman,17.60,NFL,5,2015
1034,Jamaal Charles,0.00,NFL,5,2015
1035,Jeremy Hill,15.80,NFL,5,2015
1036,Mark Ingram,14.50,NFL,5,2015
1037,T.J. Yeldon,14.40,NFL,5,2015
1038,Arian Foster,0.00,NFL,5,2015
1039,C.J. Anderson,13.60,NFL,5,2015
1040,Ronnie Hillman,13.50,NFL,5,2015
1041,Doug Martin,13.50,NFL,5,2015
1042,Andre Ellington,13.10,NFL,5,2015
1043,Frank Gore,12.80,NFL,5,2015
1044,Justin Forsett,12.70,NFL,5,2015
1045,Joseph Randle,-,NFL,5,2015
1046,Todd Gurley,12.60,NFL,5,2015
1047,Melvin Gordon,12.40,NFL,5,2015
1048,Dion Lewis,0.00,NFL,5,2015
1049,Latavius Murray,12.00,NFL,5,2015
1050,Rashad Jennings,11.90,NFL,5,2015
1051,Carlos Hyde,11.70,NFL,5,2015
1052,Isaiah Crowell,11.60,NFL,5,2015
1053,Bishop Sankey,0.00,NFL,5,2015
1054,LeGarrette Blount,11.00,NFL,5,2015
1055,Alfred Morris,10.90,NFL,5,2015
1056,DeMarco Murray,10.70,NFL,5,2015
1057,De'Anthony Thomas,10.20,NFL,5,2015
1058,Matt Jones,9.40,NFL,5,2015
1059,Darren Sproles,7.40,NFL,5,2015
1060,Dexter McCluster,5.90,NFL,5,2015
1061,Giovani Bernard,5.70,NFL,5,2015
1062,Tre Mason,5.70,NFL,5,2015
1063,Ryan Mathews,5.70,NFL,5,2015
1064,Charles Sims,5.50,NFL,5,2015
1065,Roy Helu,5.30,NFL,5,2015
1066,David Johnson,5.10,NFL,5,2015
1067,Danny Woodhead,5.10,NFL,5,2015
1068,Shane Vereen,5.00,NFL,5,2015
1069,C.J. Spiller,4.60,NFL,5,2015
1070,Duke Johnson,4.50,NFL,5,2015
1071,Jacquizz Rodgers,0.00,NFL,5,2015
1072,Ameer Abdullah,3.90,NFL,5,2015
1073,Jeremy Langford,3.90,NFL,5,2015
1074,Theo Riddick,3.70,NFL,5,2015
1075,Bobby Rainey,3.40,NFL,5,2015
1076,Terrance West,3.30,NFL,5,2015
1077,Dri Archer,-,NFL,5,2015
1078,Alfred Blue,3.10,NFL,5,2015
1079,Benny Cunningham,3.10,NFL,5,2015
1080,Chris Polk,3.10,NFL,5,2015
1081,Darren McFadden,2.90,NFL,5,2015
1082,Lorenzo Taliaferro,0.00,NFL,5,2015
1083,Toby Gerhart,2.80,NFL,5,2015
1084,Andre Williams,2.80,NFL,5,2015
1085,DeAngelo Williams,2.80,NFL,5,2015
1086,Ka'Deem Carey,2.40,NFL,5,2015
1087,Knile Davis,2.40,NFL,5,2015
1088,Brandon Bolden,2.20,NFL,5,2015
1089,Branden Oliver,0.00,NFL,5,2015
1090,Reggie Bush,0.00,NFL,5,2015
1091,Chris Johnson,2.10,NFL,5,2015
1092,Christine Michael,-,NFL,5,2015
1093,Josh Robinson,1.90,NFL,5,2015
1094,James Starks,1.90,NFL,5,2015
1095,Terron Ward,1.90,NFL,5,2015
1096,James White,1.90,NFL,5,2015
1097,Fred Jackson,1.70,NFL,5,2015
1098,Stepfan Taylor,1.40,NFL,5,2015
1099,Khiry Robinson,0.00,NFL,5,2015
1100,Marcel Reece,1.00,NFL,5,2015
1101,Antonio Andrews,0.70,NFL,5,2015
1102,Robert Turbin,0.70,NFL,5,2015
1103,Javorius Allen,0.60,NFL,5,2015
1104,Bernard Pierce,0.00,NFL,5,2015
1105,Juwan Thompson,0.60,NFL,5,2015
1106,Anthony Dixon,0.50,NFL,5,2015
1107,Jarryd Hayne,0.30,NFL,5,2015
1108,John Kuhn,0.30,NFL,5,2015
1109,Donald Brown,0.00,NFL,5,2015
1110,Rex Burkhead,0.00,NFL,5,2015
1111,Tevin Coleman,0.00,NFL,5,2015
1112,Cedric Peerman,0.00,NFL,5,2015
1113,Thomas Rawls,0.00,NFL,5,2015
1114,Zurlon Tipton,0.00,NFL,5,2015
1115,Jordan Todman,0.00,NFL,5,2015
1116,Eddie Lacy,21.90,NFL,6,2015
1117,Le'Veon Bell,0.00,NFL,6,2015
1118,Devonta Freeman,19.20,NFL,6,2015
1119,Matt Forte,18.70,NFL,6,2015
1120,Adrian Peterson,16.80,NFL,6,2015
1121,Dion Lewis,0.00,NFL,6,2015
1122,Justin Forsett,15.60,NFL,6,2015
1123,LeSean McCoy,14.70,NFL,6,2015
1124,Mark Ingram,14.50,NFL,6,2015
1125,Arian Foster,0.00,NFL,6,2015
1126,Marshawn Lynch,13.90,NFL,6,2015
1127,DeMarco Murray,13.90,NFL,6,2015
1128,Giovani Bernard,13.80,NFL,6,2015
1129,Andre Ellington,13.60,NFL,6,2015
1130,Ronnie Hillman,13.60,NFL,6,2015
1131,Chris Ivory,13.00,NFL,6,2015
1132,Frank Gore,12.70,NFL,6,2015
1133,Melvin Gordon,12.50,NFL,6,2015
1134,C.J. Spiller,12.20,NFL,6,2015
1135,T.J. Yeldon,12.20,NFL,6,2015
1136,Isaiah Crowell,11.50,NFL,6,2015
1137,Carlos Hyde,11.30,NFL,6,2015
1138,Antonio Andrews,11.20,NFL,6,2015
1139,LeGarrette Blount,11.20,NFL,6,2015
1140,Shane Vereen,11.20,NFL,6,2015
1141,Danny Woodhead,11.00,NFL,6,2015
1142,Knile Davis,10.80,NFL,6,2015
1143,Jeremy Hill,10.10,NFL,6,2015
1144,Rashad Jennings,10.00,NFL,6,2015
1145,Matt Jones,9.10,NFL,6,2015
1146,Ryan Mathews,7.70,NFL,6,2015
1147,Darren Sproles,7.30,NFL,6,2015
1148,Lamar Miller,6.80,NFL,6,2015
1149,Duke Johnson,6.00,NFL,6,2015
1150,Dexter McCluster,6.00,NFL,6,2015
1151,Chris Johnson,5.50,NFL,6,2015
1152,David Johnson,5.30,NFL,6,2015
1153,De'Anthony Thomas,5.10,NFL,6,2015
1154,Bilal Powell,4.80,NFL,6,2015
1155,Bishop Sankey,0.00,NFL,6,2015
1156,Charcandrick West,4.70,NFL,6,2015
1157,Alfred Morris,4.60,NFL,6,2015
1158,Denard Robinson,4.50,NFL,6,2015
1159,C.J. Anderson,4.20,NFL,6,2015
1160,Joique Bell,4.20,NFL,6,2015
1161,Fozzy Whittaker,4.20,NFL,6,2015
